1,210,0.277410832,0,0
2,60,0.105820106,0,0
3,345,0.306939502,0,0
4,340,0.235131397,0,0
5,140,0.216383308,0,0
6,625,0.430144529,0,0
7,105,0.194444444,0,0
8,60,0.112149533,0,0
9,135,0.214968153,0,0
10,80,0.206185567,0,0
11,55,0.119305857,0,0
12,110,0.143603133,0,0
13,410,0.438502674,0,0
14,155,0.196202532,0,0
15,255,0.309842041,0,0
16,225,0.252242152,0,0
17,155,0.199742268,0,0
18,65,0.175202156,0,0
19,210,0.273081925,0,0
20,120,0.25862069,0,0
21,135,0.220588235,0,0
22,80,0.205655527,0,0
23,155,0.201298701,0,0
24,405,0.547297297,0,0
25,105,0.265151515,0,0
26,15,0.02559727,0,0
27,135,0.212264151,0,0
28,120,0.24291498,0,0
29,240,0.186190846,0,0
30,110,0.182724252,0,0
31,120,0.188976378,0,0
32,80,0.180586907,0,0
33,80,0.176211454,0,0
34,195,0.205479452,0,0
35,200,0.205338809,0,0
36,410,0.498783455,0,0
37,110,0.172955975,0,0
38,135,0.172193878,0,0
39,55,0.086887836,0,0
40,210,0.335463259,0,0
41,135,0.207692308,0,0
42,130,0.173333333,0,0
43,150,0.160944206,0,0
44,30,0.072115385,0,0
45,105,0.188509874,0,0
46,135,0.184931507,0,0
47,180,0.282574568,0,0
48,210,0.265822785,0,0
49,485,0.540691193,0,0
50,100,0.194931774,0,0
51,155,0.235204856,0,0
52,210,0.271668823,0,0
53,20,0.034129693,0,0
54,410,0.505548705,0,0
55,220,0.238870793,0,0
56,155,0.198209719,0,0
57,325,0.333675565,0,0
58,105,0.17384106,0,0
59,30,0.066815145,0,0
60,135,0.17739816,0,0
61,65,0.141304348,0,0
62,55,0.115546218,0,0
63,60,0.14527845,0,0
64,155,0.21468144,0,0
65,120,0.182370821,0,0
66,225,0.188600168,0,0
67,105,0.1640625,0,0
68,105,0.175585284,0,0
69,190,0.238095238,0,0
70,140,0.169082126,0,0
71,75,0.110619469,0,0
72,120,0.150943396,0,0
73,385,0.352564103,0,0
74,155,0.226277372,0,0
75,180,0.243902439,0,0
76,410,0.529715762,0,0
77,215,0.224895397,0,0
78,155,0.237366003,0,0
79,55,0.104961832,0,0
80,120,0.213523132,0,0
81,175,0.203725262,0,0
82,130,0.210696921,0,0
83,75,0.111773472,0,0
84,110,0.163204748,0,0
85,180,0.260492041,0,0
86,115,0.160390516,0,0
87,625,0.424016282,0,0
88,95,0.194672131,0,0
89,90,0.148514851,0,0
90,175,0.203252033,0,0
91,360,0.326086957,0,0
92,80,0.156555773,0,0
93,210,0.305676856,0,0
94,80,0.113636364,0,0
95,210,0.228013029,0,0
96,110,0.156472262,0,0
97,85,0.216284987,0,0
98,335,0.473163842,0,0
99,5,0.009920635,0,0
100,155,0.206666667,0,0
101,105,0.160060976,0,0
102,45,0.094339623,0,0
103,210,0.264483627,0,0
104,180,0.280811232,0,0
105,150,0.188442211,0,0
106,230,0.280487805,0,0
107,255,0.335526316,0,0
108,105,0.150214592,0,0
109,270,0.272452069,0,0
110,75,0.155925156,0,0
111,135,0.186721992,0,0
112,120,0.189274448,0,0
113,175,0.294117647,0,0
114,120,0.187207488,0,0
115,120,0.222634508,0,0
116,180,0.167130919,0,0
117,110,0.175159236,0,0
118,270,0.277777778,0,0
119,280,0.290758048,0,0
120,110,0.207156309,0,0
121,110,0.182724252,0,0
122,145,0.210755814,0,0
123,100,0.172711572,0,0
124,180,0.269461078,0,0
125,355,0.466491459,0,0
126,130,0.200927357,0,0
127,60,0.114942529,0,0
128,95,0.140949555,0,0
129,160,0.199252802,0,0
130,80,0.147874307,0,0
