1,105,0.21,13.4321069,20.651339
2,100,0.255102041,20.19350717,20.87574
3,145,0.158124318,20.11054412,20.87574
4,50,0.122249389,19.87234373,20.87574
5,300,0.281425891,19.43250945,20.87574
6,180,0.284810127,18.79675787,20.87574
7,320,0.242240727,17.86759388,20.87574
8,225,0.253378378,16.65684891,20.87574
9,55,0.126146789,15.9120069,20.87574
10,230,0.320781032,15.3430436,20.87574
11,90,0.158172232,14.76347399,20.87574
12,220,0.258215962,14.21251706,20.87574
13,180,0.224719101,13.58097628,20.87574
14,285,0.373525557,12.95473177,20.87574
15,105,0.2625,12.62665599,20.87574
16,415,0.300289436,12.09232414,20.87574
17,110,0.23255814,11.63886377,20.87574
18,155,0.190651907,11.43132759,20.87574
19,240,0.235294118,10.96516745,20.87574
20,210,0.257352941,10.59972152,20.87574
21,120,0.15,10.29512147,20.87574
22,270,0.177631579,9.996778182,20.87574
23,280,0.265906933,9.48250715,20.87574
24,155,0.197452229,9.215715584,20.87574
25,135,0.172413793,9.025332223,20.87574
26,195,0.283430233,8.767281525,20.87574
27,285,0.251544572,8.402829608,20.87574
28,680,0.681362725,8.166646726,20.87574
29,405,0.268389662,8.085959318,20.87574
30,220,0.212971926,7.934572069,20.87574
31,215,0.242390079,7.876932713,20.87574
32,280,0.270531401,7.754885707,20.87574
33,225,0.33632287,7.779578211,20.87574
34,195,0.179063361,7.768242632,20.87574
35,120,0.108010801,7.641519736,20.87574
36,225,0.223880597,7.447648127,20.87574
37,200,0.250941029,7.343257709,20.87574
38,245,0.283236994,7.24184416,20.87574
39,150,0.23659306,7.180701931,20.87574
40,360,0.305862362,6.994652832,20.87574
41,485,0.380989788,6.876887061,20.87574
42,220,0.361842105,6.873715394,20.87574
43,150,0.235478807,6.809729558,20.87574
44,470,0.479102956,6.80583295,20.87574
45,215,0.263480392,6.77795533,20.87574
46,435,0.403525046,6.67866412,20.87574
47,235,0.17053701,6.680569737,20.87574
48,250,0.345781466,6.643389237,20.87574
49,365,0.326768129,6.600010482,20.87574
50,235,0.291563275,6.473504601,20.87574
51,235,0.296717172,6.485896335,20.87574
52,90,0.234375,6.579609933,20.87574
53,235,0.199490662,6.629730979,20.87574
54,290,0.363408521,6.536085085,20.87574
55,215,0.190602837,6.497417847,20.87574
56,615,0.530172414,6.602944118,20.87574
57,135,0.207055215,6.588356496,20.87574
58,265,0.218466612,6.565949304,20.87574
59,150,0.24,6.490023343,20.87574
60,225,0.330396476,6.468279463,20.87574
61,425,0.311583578,6.53399759,20.87574
62,320,0.381861575,6.656172047,20.87574
63,260,0.240295749,6.702187375,20.87574
64,420,0.376344086,6.66797857,20.87574
65,185,0.3078203,6.633936692,20.87574
66,315,0.345773875,6.67744756,20.87574
67,290,0.227272727,6.695123417,20.87574
68,310,0.264505119,6.674671643,20.87574
69,290,0.298661174,6.627928167,20.87574
70,355,0.504978663,6.558794882,20.87574
71,155,0.248397436,6.600256398,20.87574
72,300,0.279069767,6.675340606,20.87574
73,210,0.188509874,6.80475915,20.87574
74,145,0.23089172,6.766827633,20.87574
75,435,0.511163337,6.778654819,20.87574
76,185,0.26056338,6.736412533,20.87574
77,410,0.462232244,6.689933772,20.87574
78,235,0.200683177,6.598307606,20.87574
79,265,0.212680578,6.572327949,20.87574
80,335,0.210163112,6.456728655,20.87574
81,235,0.199490662,6.349632028,20.87574
82,185,0.311973019,6.24311051,20.87574
83,210,0.256097561,6.139996464,20.87574
84,210,0.162287481,6.005112949,20.87574
85,85,0.240112994,5.954064717,20.87574
